No,Date,Workspace,Portfolio,Password,Login link,Login QR code image,Scale link,Scale QR code image,Social media link,Social media QR code image,Print link,Print QR code image,Email link,Email QR code image,Stand link,Stand QR code image,Report link,Report QR code image
VOCAB10192,2024-09-22 12:05:30,VOCAB,VOCAB10192,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006729731.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006725528.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006726233.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006726935.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006727636.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006728349.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9028081ae0eb638ce083,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006729033.png
VOCAB10193,2024-09-22 12:05:45,VOCAB,VOCAB10193,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006745146.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006740925.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006741640.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006742336.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006743056.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006743759.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9032081ae0eb638ce084,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006744470.png
VOCAB10194,2024-09-22 12:06:01,VOCAB,VOCAB10194,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006760771.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006756460.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006757209.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006757999.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006758703.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006759406.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee903b7e2406a6c5061606,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006760102.png
VOCAB10195,2024-09-22 12:06:17,VOCAB,VOCAB10195,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006776583.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006772370.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006773073.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006773784.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006774499.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006775206.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90437e2406a6c5061607,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006775897.png
VOCAB10196,2024-09-22 12:06:32,VOCAB,VOCAB10196,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006792136.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006787957.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006788679.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006789394.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006790089.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006790786.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee904c081ae0eb638ce085,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006791467.png
VOCAB10197,2024-09-22 12:06:47,VOCAB,VOCAB10197,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006807316.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006803064.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006803770.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006804479.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006805191.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006805921.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90547e2406a6c5061608,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006806637.png
VOCAB10198,2024-09-22 12:07:03,VOCAB,VOCAB10198,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006823072.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006818848.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006819559.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006820266.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006820981.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006821689.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee905b081ae0eb638ce086,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006822396.png
VOCAB10199,2024-09-22 12:07:19,VOCAB,VOCAB10199,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006838743.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006834397.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006835114.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006835814.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006836668.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006837368.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9063496bd811cadb1aba,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006838060.png
VOCAB10200,2024-09-22 12:07:35,VOCAB,VOCAB10200,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006854465.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006850322.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006851023.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006851717.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006852415.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006853109.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee906c7e2406a6c5061609,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006853795.png
VOCAB10201,2024-09-22 12:07:50,VOCAB,VOCAB10201,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006870271.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006866091.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006866789.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006867498.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006868201.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006868903.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee90767e2406a6c506160a,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006869590.png
VOCAB10202,2024-09-22 12:08:06,VOCAB,VOCAB10202,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006885982.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006881770.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006882478.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006883186.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006883890.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006884590.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee9083081ae0eb638ce087,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006885293.png
VOCAB10203,2024-09-22 12:08:22,VOCAB,VOCAB10203,,https://www.scales.uxlivinglab.online/api/voc/login/?workspace_name=VOCAB,http://dowellfileuploader.uxlivinglab.online/qrCodes/login_qrcode_1727006901785.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088&scale_type=nps&channel=channel_1&instance_name=instance_1&channel_display_name=Channel 1&instance_display_name=Website,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006897588.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088&scale_type=nps&channel=channel_1&instance_name=instance_2&channel_display_name=Channel 1&instance_display_name=Social Media,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006898303.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088&scale_type=nps&channel=channel_1&instance_name=instance_3&channel_display_name=Channel 1&instance_display_name=Emails,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006899008.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088&scale_type=nps&channel=channel_1&instance_name=instance_4&channel_display_name=Channel 1&instance_display_name=Print,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006899716.png,https://www.scales.uxlivinglab.online/api/voc/scale/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088&scale_type=nps&channel=channel_1&instance_name=instance_5&channel_display_name=Channel 1&instance_display_name=Stand,http://dowellfileuploader.uxlivinglab.online/qrCodes/qrcode_1727006900416.png,https://www.scales.uxlivinglab.online/api/voc/report/?workspace_id=66b9ab8f8e615ce827af9115&username=VOCAB&scale_id=66ee908b081ae0eb638ce088,http://dowellfileuploader.uxlivinglab.online/qrCodes/report_qrcode_1727006901093.png
